geneid,entrezid,genesymbol,mouseortholog,genedescription,uniprotid,mitopathway,mitocartascore,targetpscore,hg19chr,inmitocarta,subcellularlocation,Loc
96929,133686,NADK2,68646.0,"NAD kinase 2, mitochondrial",Q4G0N4,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,10.7634,3.0,chr5,True,Mitochondrion,NUC
96930,4357,MPST,246221.0,mercaptopyruvate sulfurtransferase,P25325,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Sulfur metabolism,10.759,4.0,chr22,True,Cytoplasm,NUC
96931,25961,NUDT13,67725.0,nudix hydrolase 13,Q86X67,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,10.7449,3.0,chr10,True,Mitochondrion,NUC
96932,31,ACACA,107476.0,acetyl-CoA carboxylase alpha,Q13085,Metabolism > Lipid metabolism > Type II fatty acid synthesis | Metabolism > Vitamin metabolism > Biotin utilizing proteins,10.6893,2.0,chr17,True,"Cytoplasm, cytosol",NUC
96933,18,ABAT,268860.0,4-aminobutyrate aminotransferase,P80404,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins,10.6859,2.0,chr16,True,Mitochondrion matrix,NUC
96934,3158,HMGCS2,15360.0,3-hydroxy-3-methylglutaryl-CoA synthase 2,P54868,Metabolism > Carbohydrate metabolism > Ketone metabolism,10.6859,2.0,chr1,True,Mitochondrion,NUC
96935,7915,ALDH5A1,214579.0,aldehyde dehydrogenase 5 family member A1,P51649,Metabolism > Amino acid metabolism > GABA metabolism,10.6859,2.0,chr6,True,Mitochondrion,NUC
96936,548596,CKMT1A,12716.0,"creatine kinase, mitochondrial 1A",0,Metabolism > Nucleotide metabolism > Creatine metabolism,10.6859,2.0,chr15,True,,NUC
96937,23761,PISD,320951.0,phosphatidylserine decarboxylase,Q9UG56,Metabolism > Lipid metabolism > Phospholipid metabolism,10.6567,4.0,chr22,True,Mitochondrion inner membrane,MIM
96938,4710,NDUFB4,68194.0,NADH:ubiquinone oxidoreductase subunit B4,O95168,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,10.644,,chr3,True,Mitochondrion inner membrane,MIM
96939,10975,UQCR11,66594.0,"ubiquinol-cytochrome c reductase, complex III subunit XI",O14957,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,10.644,,chr19,True,Mitochondrion inner membrane,MIM
96940,84908,FAM136A,66488.0,family with sequence similarity 136 member A,Q96C01,0,10.644,,chr2,True,Mitochondrion intermembrane space,NUC
96941,401505,TOMM5,68512.0,translocase of outer mitochondrial membrane 5,Q8N4H5,"Protein import, sorting and homeostasis > Protein import and sorting > TOM",10.644,,chr9,True,Mitochondrion outer membrane,NUC
96942,27429,HTRA2,64704.0,HtrA serine peptidase 2,O43464,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Apoptosis",10.5524,2.0,chr2,True,Mitochondrion intermembrane space,NUC
96943,4694,NDUFA1,54405.0,NADH:ubiquinone oxidoreductase subunit A1,O15239,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,10.5143,,chrX,True,Mitochondrion inner membrane,MIM
96944,4519,MT-CYB,17711.0,cytochrome b,P00156,OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits,10.4861,,chrM,True,Mitochondrion inner membrane,MIM
96945,2987,GUK1,14923.0,guanylate kinase 1,Q16774,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,10.4839,3.0,chr1,True,Photoreceptor inner segment,NUC
96946,728294,D2HGDH,98314.0,D-2-hydroxyglutarate dehydrogenase,Q8N465,Metabolism > Carbohydrate metabolism > TCA-associated,10.4683,2.0,chr2,True,Mitochondrion,NUC
96947,80207,OPA3,403187.0,outer mitochondrial membrane lipid metabolism regulator OPA3,Q9H6K4,0,10.4178,3.0,chr19,True,Mitochondrion,NUC
96948,57016,AKR1B10,67861.0,aldo-keto reductase family 1 member B10,O60218,Metabolism > Vitamin metabolism > Vitamin A metabolism | Metabolism > Detoxification > Xenobiotic metabolism,10.4124,,chr7,True,Lysosome,NUC
96949,5264,PHYH,16922.0,phytanoyl-CoA 2-hydroxylase,O14832,Metabolism > Lipid metabolism,10.361,2.0,chr10,True,Peroxisome,NUC
96950,91942,NDUFAF2,75597.0,NADH:ubiquinone oxidoreductase complex assembly factor 2,Q8N183,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,10.2921,,chr5,True,Mitochondrion,NUC
96951,51295,ECSIT,26940.0,ECSIT signaling integrator,Q9BQ95,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,10.2795,3.0,chr19,True,Cytoplasm,NUC
96952,55486,PARL,381038.0,presenilin associated rhomboid like,Q9H300,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases | Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy",10.2511,5.0,chr3,True,Mitochondrion inner membrane,MIM
96953,28977,MRPL42,67270.0,mitochondrial ribosomal protein L42,Q9Y6G3,Mitochondrial central dogma > Translation > Mitochondrial ribosome,10.2285,5.0,chr12,True,Mitochondrion,NUC
96954,3338,DNAJC4,57431.0,DnaJ heat shock protein family (Hsp40) member C4,Q9NNZ3,"Protein import, sorting and homeostasis > Protein homeostasis",10.2268,1.0,chr11,True,Membrane,NUC
96955,51025,PAM16,66449.0,presequence translocase associated motor 16,Q9Y3D7,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor",10.1208,4.0,chr16,True,Mitochondrion inner membrane,MIM
96956,224,ALDH3A2,11671.0,aldehyde dehydrogenase 3 family member A2,P51648,Metabolism > Detoxification > ROS and glutathione metabolism,10.116,1.0,chr17,True,Microsome membrane,NUC
96957,23305,ACSL6,216739.0,acyl-CoA synthetase long chain family member 6,Q9UKU0,Metabolism > Lipid metabolism > Fatty acid oxidation,10.0693,,chr5,True,Mitochondrion outer membrane,NUC
96958,57380,MRS2,380836.0,magnesium transporter MRS2,Q9HD23,Small molecule transport | Signaling,9.987,3.0,chr6,True,Mitochondrion inner membrane,MIM
96959,55347,ABHD10,213012.0,"abhydrolase domain containing 10, depalmitoylase",Q9NUJ1,Metabolism > Detoxification > Xenobiotic metabolism,9.9467,4.0,chr3,True,Mitochondrion,NUC
96960,135114,HINT3,66847.0,histidine triad nucleotide binding protein 3,Q9NQE9,0,9.9139,,chr6,True,Cytoplasm,NUC
96961,11264,PXMP4,59038.0,peroxisomal membrane protein 4,Q9Y6I8,0,9.874,2.0,chr20,True,Peroxisome membrane,NUC
96962,64172,OSGEPL1,72085.0,O-sialoglycoprotein endopeptidase like 1,Q9H4B0,Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,9.8639,3.0,chr2,True,Mitochondrion,NUC
96963,318,NUDT2,66401.0,nudix hydrolase 2,P50583,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,9.8196,,chr9,True,,NUC
96964,80777,CYB5B,66427.0,cytochrome b5 type B,O43169,Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes,9.8196,,chr16,True,Mitochondrion outer membrane,NUC
96965,2926,GRSF1,231413.0,G-rich RNA sequence binding factor 1,Q12849,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,9.8097,4.0,chr4,True,Mitochondrion matrix,NUC
97137,3945,LDHB,16832.0,lactate dehydrogenase B,P07195,Metabolism > Amino acid metabolism > Glyoxylate metabolism,5.2343,,chr12,True,Cytoplasm,NUC
96966,28973,MRPS18B,66973.0,mitochondrial ribosomal protein S18B,Q9Y676,Mitochondrial central dogma > Translation > Mitochondrial ribosome,9.7734,1.0,chr6,True,Mitochondrion,NUC
96967,84277,DNAJC30,66114.0,DnaJ heat shock protein family (Hsp40) member C30,Q96LL9,0,9.7734,1.0,chr7,True,Mitochondrion inner membrane,MIM
96968,847,CAT,12359.0,catalase,P04040,Metabolism > Detoxification > ROS and glutathione metabolism,9.7644,,chr11,True,Peroxisome matrix,NUC
96969,1716,DGUOK,27369.0,deoxyguanosine kinase,Q16854,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,9.7551,2.0,chr2,True,Mitochondrion,NUC
96970,23597,ACOT9,56360.0,acyl-CoA thioesterase 9,Q9Y305,Metabolism > Lipid metabolism,9.7551,2.0,chrX,True,Mitochondrion,NUC
96971,84532,ACSS1,68738.0,acyl-CoA synthetase short chain family member 1,Q9NUB1,Metabolism > Lipid metabolism > Fatty acid oxidation,9.7551,2.0,chr20,True,Mitochondrion matrix,NUC
96972,55312,RFK,54391.0,riboflavin kinase,Q969G6,Metabolism > Vitamin metabolism > Vitamin B2 metabolism,9.7512,3.0,chr9,True,Cytoplasm,NUC
96973,56910,STARD7,99138.0,StAR related lipid transfer domain containing 7,Q9NQZ5,Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport,9.7417,2.0,chr2,True,Mitochondrion outer membrane,NUC
96974,56994,CHPT1,212862.0,choline phosphotransferase 1,Q8WUD6,Metabolism > Lipid metabolism > Phospholipid metabolism,9.7365,3.0,chr12,True,Golgi apparatus membrane,NUC
96975,4509,MT-ATP8,17706.0,ATP synthase F0 subunit 8,P03928,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,9.7131,,chrM,True,Mitochondrion membrane,NUC
96976,51300,TIMMDC1,76916.0,translocase of inner mitochondrial membrane domain containing 1,Q9NPL8,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,9.7131,,chr3,True,Mitochondrion membrane,NUC
96977,219938,SPATA19,75469.0,spermatogenesis associated 19,Q7Z5L4,0,9.7131,,chr11,True,Mitochondrion outer membrane,NUC
96978,10553,HTATIP2,53415.0,HIV-1 Tat interactive protein 2,Q9BUP3,0,9.6805,,chr11,True,Cytoplasm,NUC
96979,8574,AKR7A2,110198.0,aldo-keto reductase family 7 member A2,O43488,Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism,9.6694,2.0,chr1,True,Mitochondrion,NUC
96980,1854,DUT,110074.0,deoxyuridine triphosphatase,P33316,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,9.607,3.0,chr15,True,Nucleus,NUC
96981,4514,MT-CO3,17710.0,cytochrome c oxidase III,P00414,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,9.5597,,chrM,True,Mitochondrion inner membrane,MIM
96982,25979,DHRS7B,216820.0,dehydrogenase/reductase 7B,Q6IAN0,0,9.5343,,chr17,True,Peroxisome membrane,NUC
96983,9617,MTRF1,211253.0,mitochondrial translation release factor 1,O75570,Mitochondrial central dogma > Translation > Translation factors,9.5152,3.0,chr13,True,Mitochondrion,NUC
96984,55260,TMEM143,70209.0,transmembrane protein 143,Q96AN5,0,9.5086,2.0,chr19,True,Membrane,NUC
96985,56953,NT5M,103850.0,"5',3'-nucleotidase, mitochondrial",Q9NPB1,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,9.4427,2.0,chr17,True,Mitochondrion,NUC
96986,55288,RHOT1,59040.0,ras homolog family member T1,Q8IXI2,Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking,9.3784,,chr17,True,Mitochondrion outer membrane,NUC
96987,4833,NME4,56520.0,NME/NM23 nucleoside diphosphate kinase 4,O00746,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,9.3094,2.0,chr16,True,Mitochondrion intermembrane space,NUC
96988,10588,MTHFS,100039707.0,methenyltetrahydrofolate synthetase,P49914,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,9.3094,2.0,chr15,True,Cytoplasm,NUC
96989,90580,TIMM29,69773.0,translocase of inner mitochondrial membrane 29,Q9BSF4,"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway",9.3093,1.0,chr19,True,Mitochondrion inner membrane,MIM
96990,55163,PNPO,103711.0,pyridoxamine 5'-phosphate oxidase,Q9NVS9,Metabolism > Vitamin metabolism > Vitamin B6 metabolism,9.3059,5.0,chr17,True,,NUC
96991,221154,MICU2,68514.0,mitochondrial calcium uptake 2,Q8IYU8,Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter,9.1993,1.0,chr13,True,Mitochondrion intermembrane space,NUC
96992,84105,PCBD2,72562.0,pterin-4 alpha-carbinolamine dehydratase 2,Q9H0N5,Metabolism > Metals and cofactors > Tetrahydrobiopterin synthesis,9.1845,1.0,chr5,True,Nucleus,NUC
96993,55278,QRSL1,76563.0,glutaminyl-tRNA amidotransferase subunit QRSL1,Q9H0R6,Mitochondrial central dogma > Translation > mt-tRNA synthetases,9.164,,chr6,True,Mitochondrion,NUC
96994,57143,ADCK1,72113.0,aarF domain containing kinase 1,Q86TW2,0,9.1463,,chr14,True,Mitochondrion,NUC
96995,9588,PRDX6,11758.0,peroxiredoxin 6,P30041,Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,9.1304,,chr1,True,Cytoplasm,NUC
96996,8508,NIPSNAP1,18082.0,nipsnap homolog 1,Q9BPW8,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,9.1051,2.0,chr22,True,Mitochondrion matrix,NUC
96997,2617,GARS1,353172.0,glycyl-tRNA synthetase 1,P41250,Mitochondrial central dogma > Translation > mt-tRNA synthetases,9.0665,3.0,chr7,True,Cytoplasm,NUC
96998,123876,ACSM2A,233799.0,acyl-CoA synthetase medium chain family member 2A,Q08AH3,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism,9.0362,2.0,chr16,True,Mitochondrion,NUC
96999,84275,SLC25A33,70556.0,solute carrier family 25 member 33,Q9BSK2,Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family,9.0313,,chr1,True,Mitochondrion inner membrane,MIM
97000,201229,LYRM9,66274.0,LYR motif containing 9,A8MSI8,0,8.9622,3.0,chr17,True,,NUC
97001,53917,RAB24,19336.0,"RAB24, member RAS oncogene family",Q969Q5,Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Autophagy,8.9534,,chr5,True,"Cytoplasm, cytosol",NUC
97002,25973,PARS2,230577.0,"prolyl-tRNA synthetase 2, mitochondrial",Q7L3T8,Mitochondrial central dogma > Translation > mt-tRNA synthetases,8.9079,3.0,chr1,True,Mitochondrion matrix,NUC
97003,122704,MRPL52,68836.0,mitochondrial ribosomal protein L52,Q86TS9,Mitochondrial central dogma > Translation > Mitochondrial ribosome,8.8594,2.0,chr14,True,Mitochondrion,NUC
97004,80324,PUS1,56361.0,pseudouridine synthase 1,Q9Y606,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,8.8588,2.0,chr12,True,Mitochondrion,NUC
97005,2806,GOT2,14719.0,glutamic-oxaloacetic transaminase 2,P00505,Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism,8.8086,3.0,chr16,True,Mitochondrion matrix,NUC
97006,55739,NAXD,69225.0,NAD(P)HX dehydratase,Q8IW45,Metabolism > Metals and cofactors > NAD biosynthesis and metabolism,8.8086,3.0,chr13,True,Mitochondrion,NUC
97007,4537,MT-ND3,17718.0,"NADH dehydrogenase, subunit 3 (complex I)",P03897,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,8.7965,,chrM,True,Mitochondrion inner membrane,MIM
97008,84680,ACCS,329470.0,1-aminocyclopropane-1-carboxylate synthase homolog (inactive),Q96QU6,0,8.696,,chr11,True,,NUC
97010,9489,PGS1,74451.0,phosphatidylglycerophosphate synthase 1,Q32NB8,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,8.591,3.0,chr17,True,Mitochondrion,NUC
97011,55074,OXR1,170719.0,oxidation resistance 1,Q8N573,Metabolism > Detoxification > ROS and glutathione metabolism,8.5766,4.0,chr8,True,Mitochondrion,NUC
97012,127018,LYPLAL1,226791.0,lysophospholipase like 1,Q5VWZ2,Metabolism > Lipid metabolism,8.5583,4.0,chr1,True,"Cytoplasm, cytosol",NUC
97013,54943,DNAJC28,246738.0,DnaJ heat shock protein family (Hsp40) member C28,Q9NX36,0,8.5401,4.0,chr21,True,,NUC
97014,2356,FPGS,14287.0,folylpolyglutamate synthase,Q05932,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,8.3701,2.0,chr9,True,Mitochondrion inner membrane,MIM
97015,374882,TMEM205,235043.0,transmembrane protein 205,Q6UW68,0,8.3641,,chr19,True,Membrane,NUC
97016,401612,SLC25A53,67062.0,solute carrier family 25 member 53,Q5H9E4,Small molecule transport > SLC25A family,8.3463,,chrX,True,Mitochondrion inner membrane,MIM
97017,150209,AIFM3,72168.0,apoptosis inducing factor mitochondria associated 3,Q96NN9,Metabolism > Metals and cofactors > Fe-S-containing proteins | Mitochondrial dynamics and surveillance > Apoptosis,8.3282,,chr22,True,Mitochondrion,NUC
97018,4257,MGST1,56615.0,microsomal glutathione S-transferase 1,P10620,Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,8.3245,,chr12,True,Endoplasmic reticulum membrane,NUC
97019,51537,MTFP1,67900.0,mitochondrial fission process 1,Q9UDX5,Mitochondrial dynamics and surveillance > Fission,8.2655,,chr22,True,Mitochondrion inner membrane,MIM
97020,51287,COA4,68185.0,cytochrome c oxidase assembly factor 4 homolog,Q9NYJ1,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,8.2222,,chr11,True,Mitochondrion,NUC
97021,60491,NIF3L1,65102.0,NGG1 interacting factor 3 like 1,Q9GZT8,0,8.1782,3.0,chr2,True,Cytoplasm,NUC
97022,126789,PUSL1,433813.0,pseudouridine synthase like 1,Q8N0Z8,Mitochondrial central dogma > Translation,8.1744,5.0,chr1,True,Mitochondrion matrix,NUC
97023,113675,SDSL,257635.0,serine dehydratase like,Q96GA7,Metabolism > Amino acid metabolism > Serine metabolism,8.1111,,chr12,True,,NUC
97024,581,BAX,12028.0,"BCL2 associated X, apoptosis regulator",Q07812,Mitochondrial dynamics and surveillance > Apoptosis,8.0787,,chr19,True,Mitochondrion outer membrane,NUC
97025,57506,MAVS,228607.0,mitochondrial antiviral signaling protein,Q7Z434,Signaling > Immune response,8.0699,,chr20,True,Mitochondrion outer membrane,NUC
97026,64745,METTL17,52535.0,methyltransferase like 17,Q9H7H0,Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,8.0113,,chr14,True,Mitochondrion matrix,NUC
97027,32,ACACB,100705.0,acetyl-CoA carboxylase beta,O00763,Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins,7.9777,,chr12,True,Mitochondrion,NUC
97028,384,ARG2,11847.0,arginase 2,P78540,Metabolism > Amino acid metabolism,7.9705,1.0,chr14,True,Mitochondrion,NUC
97029,55149,MTPAP,67440.0,mitochondrial poly(A) polymerase,Q9NVV4,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-mRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,7.9277,1.0,chr10,True,Cytoplasm,NUC
97030,79714,CCDC51,66658.0,coiled-coil domain containing 51,Q96ER9,Small molecule transport,7.9144,2.0,chr3,True,Mitochondrion inner membrane,MIM
97031,79783,SUGCT,192136.0,succinyl-CoA:glutarate-CoA transferase,Q9HAC7,Metabolism > Amino acid metabolism,7.8716,3.0,chr7,True,Mitochondrion,NUC
97032,10059,DNM1L,74006.0,dynamin 1 like,O00429,Mitochondrial dynamics and surveillance > Fission,7.8545,,chr12,True,"Cytoplasm, cytosol",NUC
